(176.2155523115363, 151.33072307022027, 111.60983518913713)
(166.7093861365419, 163.31644338852075, 109.9874149760477)
(167.7216716318968, 134.9724655635109, 108.43532283284796)
(168.2046289124814, 129.25151823367736, 75.76508920180228)
(156.1568623913059, 107.1694534932543, 39.42217790568119)
(210.9312206872215, 160.9194213707662, 51.76138964229171)
(167.75654140777908, 136.8482567256523, 88.00696127489478)
(189.60312965239467, 192.8190178977206, 136.2955195800443)
(205.1563383241958, 161.8040259734422, 94.8013668667018)
(175.75985251306406, 133.14348699563038, 48.95355544595042)
(162.0838097962835, 131.84124477325736, 85.49814835865023)
(177.4964520710002, 144.42450663370866, 94.84971208292231)
(179.15515050274908, 136.21570358888076, 34.370806360211795)
(165.33538809568464, 140.59525268948977, 104.49342514612518)
(193.16217479451, 121.81853987606893, 17.74454827732021)
(194.2162302843487, 168.92816996300814, 124.66036565661489)
(177.30853285378498, 169.1392886868353, 103.21032816841144)
(178.2712998793636, 153.43040308539403, 60.12709024093438)
(166.90244916001828, 163.74362805791188, 85.38068965520637)
(198.89996527279965, 202.97702671020315, 164.77753900851707)
(195.69963002000705, 167.61896256935432, 56.690856100511006)
(177.6706532281427, 142.3128915197447, 88.74125869998298)
(159.52509290768808, 129.33314839048037, 87.43389950277309)
(160.37865679133492, 163.41653633925787, 141.5267756499764)
(178.4230806262941, 163.51298939666023, 141.30116323849515)
(160.94772935602955, 145.11738405431205, 109.5221042828149)
(174.91000006589056, 175.7930324760264, 158.6282348982976)
(180.96856937269177, 181.26586546479874, 122.65394793183314)
(183.14582009820077, 172.98693044389557, 105.92648001837571)
(167.33648550596772, 145.531716011097, 113.43719841243062)
(175.5613444902002, 176.28531165785094, 154.8492068599161)
(194.29687298402072, 195.02474366652902, 168.76426301623206)
(176.4766138384575, 156.04787608098977, 125.52961517507018)
(170.10219942789834, 161.73788141721602, 143.70815982096232)
(169.26616937378267, 167.76809969398255, 127.8299964689592)
(167.21130149894898, 144.971776212174, 106.30279009983188)
(182.002591064372, 184.1836934499052, 147.0428028453738)
(209.6725099281801, 183.61536530383893, 53.45177762855641)
(163.95694318611356, 116.8160915495431, 57.2942933961668)
(147.66495981050565, 115.98528893635165, 64.38038070714572)
(200.75178362841706, 143.08570102142687, 14.649411447540606)
(161.96569236541345, 137.2272415183275, 96.21910519947998)
(170.22728955794756, 137.74890028351913, 92.4353011223182)
(169.17913916926324, 163.7562455275467, 137.27578383828094)
(177.17686756833177, 151.41631335553217, 113.01686425459368)
(180.9230552791056, 180.60262060479536, 139.86036276183478)
(128.01590157700417, 130.02483018409748, 31.59186486870481)
(199.13241229009878, 201.57228343087684, 161.35872716013444)
(183.53617145289118, 161.72199586728178, 81.16445374591939)
(154.3081569496015, 160.74267546139467, 106.15095665138283)
(168.23383514291885, 152.5928416250144, 119.69286844960592)
(179.50042037500603, 133.17058522135184, 54.71879185207754)
(155.06638474032997, 107.20916360173501, 39.52624149384164)
(180.91802692070536, 173.11852251647613, 157.1958318672054)
(181.31401058065325, 182.4164923022719, 155.19032277239577)
(186.7706196787065, 187.400088842777, 132.08576886053459)
(180.3439339316219, 180.5776261944752, 160.19817248807578)
(175.27016793292933, 158.03457628395267, 123.92266688374168)
(180.9435867988901, 160.3238581107062, 128.84745267642018)
(160.61223448788272, 153.26031973487355, 92.96884619463879)
(196.3481786436594, 193.09933885243603, 169.96212317407165)
(186.22768719178794, 182.47902512580904, 97.42325204414679)
(149.76105787656033, 100.41955951292861, 49.7713359083126)
(170.3750514686503, 166.449210650328, 117.16376757644544)
(171.63331145724595, 168.3285856184479, 130.35323175706148)
(180.39171298725975, 178.6769046827051, 155.45985557502144)
(192.5372514598386, 149.0393200697904, 69.50865041530375)
(203.7626650510834, 151.90176544500935, 65.42991750061444)
(172.79746215446204, 154.90708171956044, 123.48122314836144)
(200.42306155502308, 187.06704236359846, 149.00224944570135)
(177.33937475188722, 180.38989529469563, 105.5222107176292)
(202.42399502890092, 166.66101566986657, 97.41353149853975)
(157.90939353111605, 153.08616685289408, 43.71905413549407)
(188.6128910064825, 179.03548913172227, 143.86167650970648)
(185.50779097393985, 171.035460213863, 140.20271377674698)
(160.30636774887537, 161.710380242021, 124.10686569816122)
(199.38182901071283, 193.24542998506158, 136.8672246958397)
(194.50488732563872, 158.81709069159686, 94.9716892209303)
(183.58405880020356, 171.7610488431453, 132.56790785532053)
(172.27346458022947, 151.47204839343482, 124.30722770054706)
(147.89717630430061, 101.60473375803042, 38.36321235734756)
(165.39456972020258, 146.86798802303505, 109.69298780226228)
(171.2453285754266, 129.23072029440488, 72.11874517317757)
(165.26273734769387, 167.4223396193477, 136.21347354456006)
(171.32647387285598, 156.4069417504223, 127.8546111796721)
(181.61732427691226, 144.76036381095037, 49.656715260312794)
(169.6898502767268, 173.6559625133633, 128.70572535339298)
(206.93834530559835, 172.93624533365482, 112.75471080767852)
(163.49834375189408, 142.04550009538482, 67.64093417948996)
(178.2533093638955, 130.1431289976133, 53.87592268882079)
(183.28084261418172, 163.24522263612408, 127.35635756325513)
(154.7276929315823, 122.5222755594338, 72.47608048785727)
(150.42845485778312, 112.44022031880822, 73.58742266948991)
(151.88744416082488, 144.8479342456018, 124.7949047484048)
(164.94804490743576, 165.2303094158305, 141.91493479103178)
(177.74476218063404, 165.29944332917182, 140.409890587433)
(192.51409230456667, 179.42448690978355, 122.32731882310956)
(173.81729497066834, 160.15869011711294, 118.38570277717612)
(190.30383856726021, 161.37449037157123, 124.5968824144228)
(175.5563877444699, 173.83183372456003, 113.44032538808456)
(188.54470370725727, 189.5994634780952, 160.13087918724204)
(180.10733904001683, 150.716074236137, 110.87021431765768)
(187.44817266356833, 172.68736408402944, 124.15642654211702)
(159.8053730255725, 126.79751985696731, 76.34318532188054)
(177.69406892482692, 164.39130575090596, 124.41149641665942)
(160.93178172050133, 144.2308197364225, 111.98368667477617)
(199.88356738860028, 181.7678690286889, 144.07250884234955)
(163.35876807154287, 171.3290234352297, 124.55932776448901)
(164.08482934761827, 128.14798796165337, 55.78103191523912)
(133.11631383943552, 127.71807039210867, 33.600828439936755)
(176.98977454831493, 139.46266910347993, 43.36949959863109)
(186.25877016879443, 187.29038887646365, 130.96062458177897)
(158.008012470542, 109.70035813776704, 46.76204638137167)
(200.35370165642004, 165.09763273068586, 101.52288604036275)
(171.65016797869774, 159.0842669492356, 134.33377310612303)
(154.57982023287363, 142.00485671260077, 72.0282343878719)
(181.5230955554199, 171.5532425203838, 134.3499048630955)
(195.24709293661186, 195.54305371139867, 165.8503480140818)
(177.88795233608244, 152.1973715061268, 25.61709783505988)
(174.52476088393743, 176.01238776335182, 137.99587953118487)
(168.96439592661628, 176.85316249868026, 110.70402537588537)
(172.52367523508437, 159.86142420528338, 120.57407019146268)
(164.78772703270585, 165.2777912934033, 156.14723822643782)
(197.1055170352566, 176.71235705296323, 138.1074239355497)
(184.66076381943554, 168.92976174152818, 131.9057012223858)
(158.4261865385843, 124.5468374575123, 73.35344739206111)
(158.12277877522325, 140.04219076499925, 111.20144501007772)
(178.2190695502325, 120.40358268102611, 5.183644385750574)
(162.30683433275993, 106.23999833831706, 43.60531008634798)
(171.2748565288654, 156.01715988510406, 96.95222916097526)
(161.65472268345115, 128.24826599610645, 77.48772573008485)
(161.92140166675279, 115.86865883395718, 57.167866091140155)
(174.2784779740668, 166.36688329573715, 147.97822405349848)
(175.85735243341506, 163.99416756937708, 102.69729387119108)
(155.6124882468589, 117.87996001141836, 59.56997996852674)
(174.00404346873339, 173.96745450359396, 112.25195532702192)
(195.19001746347143, 162.5101900085017, 110.72515187247598)
(163.3648285230525, 105.76067342505334, 68.2897462609335)
(167.2570508154743, 154.4284956393231, 128.95541827418702)
(164.28746249759828, 166.0050742947713, 126.71928054484502)
(175.41332576588204, 153.2845106808592, 125.35586586171665)
(149.9816778910889, 105.38640382239612, 44.823381930994316)
(154.42731921974422, 153.86884866995348, 88.5301524886247)
(175.961142745097, 183.4215870997769, 139.27506478685913)
(197.24424499860348, 162.22681837660517, 107.50620120719721)
(196.29020010158158, 163.194163051515, 111.30912963614928)
(183.45691092357796, 191.60742078192607, 139.5581315205603)
(182.7120127736696, 186.1347954459896, 161.49494078495655)
(167.9454953786706, 161.66934141114578, 119.64380921745625)
(174.3338262374674, 154.1556255488234, 119.41807715861674)
(178.77778675253256, 123.38327081059401, 6.892092808983215)
(193.61575508330526, 147.8969975066847, 50.44199898833312)
(174.29179741643813, 157.69489252583068, 131.8822904050855)
(143.68105509832702, 99.24389321793024, 40.70657441108547)
(163.7703388576547, 153.09511443221254, 133.76000789180944)
(195.8468486808424, 166.0057185114499, 113.86891435111973)
(177.26833742524178, 168.9001804003548, 136.66636549200317)
(175.82656383095, 115.45651844169983, 25.01032052554781)
(154.0899498896351, 134.33280700232004, 109.06920373650148)
(164.61802963183447, 144.40428208968495, 100.56869755585787)
(161.72132350500226, 163.82976894848946, 126.7379830099139)
(175.9204977273982, 154.57577229719155, 117.7064957901084)
(158.61215962258632, 124.73672516948304, 68.66293292677274)
(193.52517248100534, 195.40646854673045, 164.05587731028353)
(178.7254394036932, 172.96161401718928, 139.6281604902247)
(169.57535331816297, 96.35142836702825, 11.433952748962273)
(189.47075120150296, 182.64049366101176, 141.8292160489267)
(180.20854884407913, 158.9743773303803, 117.72016107389234)
(180.33870282128575, 183.6500875428534, 123.54124616900778)
(169.48820363925634, 148.62174439428446, 116.14562952405855)
(165.6729483193614, 140.98977654715324, 103.4830208274052)
(192.88255093097717, 191.67923112996587, 56.0535405295527)
(175.592216094971, 175.04214872111268, 156.10402580986494)
(177.25899495023546, 163.8330589727543, 29.08402331320188)
(202.7301172698299, 169.5967521120508, 61.804123958901684)
(170.94474659522618, 131.4794492818307, 57.24164322398165)
(181.93213590573689, 174.21492169982673, 129.9792017937832)
(177.5251733775968, 180.72730689644783, 159.83129177847658)
(161.72113632604922, 143.35857450476013, 108.99137166045453)
(173.7662358151332, 177.35374072709027, 91.18325275959403)
(159.16504805852082, 141.93328864144306, 113.84535749043549)
(197.950010192138, 168.64057711642542, 97.35061964704504)
(155.09505379045157, 132.82830010150957, 98.60739651386926)
(167.2421735340889, 139.2576671230362, 96.15309846878534)
(159.69536036646653, 136.484487040678, 100.09137932697746)
(165.00213239743053, 154.16286057531363, 138.93485219873617)
(167.5825806594814, 150.42704031677718, 118.73980669707632)
(193.53322985726393, 196.5316747394873, 172.31619135968603)
(161.90757149307478, 125.5800633398017, 59.190287560921504)
(170.1576293910327, 171.24605309706806, 130.9326730141439)
(163.38442514494184, 153.07877457743407, 131.25580857204147)
(160.78957303379877, 159.9732670867438, 105.38016346726508)
(188.614903830079, 157.181705661232, 100.75815067627211)
(184.2527927675707, 150.10792046456407, 95.72241574018405)
(170.70212538652706, 137.9154296771149, 86.25698421829966)
(158.45094272620815, 149.07605742185564, 128.99060233826017)
(130.54436338032573, 89.18949809184305, 46.51589287656899)
(169.53848198224205, 170.39462082020646, 155.22443073592947)
(177.16647816412535, 184.75557298690833, 134.09124218843704)
(187.53384605312695, 188.82332914344966, 129.11217778790495)
(178.58125765311792, 180.67549417552317, 139.0593099480953)
(132.1929623647751, 133.1465235215588, 36.00452115656947)
(157.96430549017694, 133.1913294048727, 95.02387898524752)
(200.28118322006452, 171.5805782031547, 97.82894826386611)
(169.49057894820945, 171.3625734977599, 147.60428027672833)
(183.63742212350857, 177.11630336652112, 117.4238727339359)
(183.69697465203134, 165.01686001225394, 131.75506157127356)
(164.7970128012358, 133.98106718967915, 73.75368750946083)
(159.2655743898846, 116.77281763320872, 58.16532563634827)
(197.19881870426613, 172.97202836763904, 133.78500772929436)
(157.91898723140497, 137.56056731208957, 102.07174275360457)
(169.45006909654262, 129.4582436148041, 48.1291394833075)
(178.8344152032939, 167.80913113908676, 144.81524673683657)
(180.8744222202019, 182.94158600858083, 107.74352860493143)
(194.56954941517856, 160.2129537140222, 71.96076337077696)
(180.07839825266873, 163.35746495019472, 109.5351818571115)
(155.47304255540502, 132.43362837198373, 94.03451228190215)
(154.03816634720073, 88.95048048240419, 18.225073708760558)
(179.13333369399498, 119.5244140113789, 26.923086353663074)
(164.79429924654175, 167.3314851791459, 141.60554386833954)
(157.95240544242122, 121.83032739239516, 67.12330761875677)
(199.40800189187962, 183.03736088321702, 157.5533957050209)
(188.17158783515504, 151.37889160082537, 90.12798508727678)
(162.39561828941376, 162.14851561096626, 103.5951619913791)
(181.2344783431503, 182.84897485159365, 118.03760515776439)
(167.7045751053278, 120.455685230403, 73.69509947495479)
(159.86475741754805, 121.4246980650521, 63.045941983573734)
(204.95184667518978, 177.8984552421706, 36.788531703649994)
(187.41617176241164, 157.99016606778278, 103.46219175407163)
(182.62892694387526, 160.89448295670525, 126.44730366391333)
(194.3032788212471, 184.12294634853754, 169.49852018271753)
(184.11969691562726, 168.17114621675807, 94.66572250612471)
(203.4629676587045, 168.76658601981623, 89.79834549997742)
(171.24740658368643, 135.09927727371868, 80.57177878185045)
(192.2988421700855, 138.84756952409282, 62.83945383782643)
(155.25062193927428, 121.7122118518043, 74.32283856881882)
(144.0175663941634, 140.81783656368475, 34.97748049972205)
(198.61197062356766, 202.08074935788795, 172.48585462499372)
(170.7786363529209, 148.76398251007728, 111.36800385183699)
(176.3102762994229, 177.5062142661571, 155.0406801616964)
(165.72528404582218, 138.8209739827014, 97.06362146015515)
(162.1452545029753, 164.85427819346398, 140.63737541043005)
(162.08801150201717, 137.66399491572048, 96.71001663477043)
(152.20053729992955, 139.04110882074784, 104.58811941816242)
(197.9648460453042, 194.39915427994703, 84.90677701241366)
(180.2389883363662, 179.8434941800719, 163.595168368331)
(153.5612978531306, 125.67152081081197, 77.56696561815825)
(184.5388403334305, 169.18540251607635, 144.98492438815808)
(170.78298916415378, 171.20832675176723, 57.44787268020343)
(144.9356265606738, 108.78712395312557, 53.13534797599344)
(173.52431890249838, 143.9591916809194, 70.52336898008055)
(190.6939283812513, 188.34250672074182, 159.99225256395624)
(160.08127159780622, 155.96690675435346, 104.37857820917233)
(171.25996340863668, 166.9353618348643, 148.81267083283566)
(170.24795755560066, 125.84543566794754, 56.10528710473665)
(192.05613108250284, 162.33216260355005, 105.89872695431845)
(200.08584083445078, 142.34611015857266, 59.74354907845099)
(166.13384630907308, 157.70266197599722, 121.98209529002554)
(193.6214991284381, 146.90108017103245, 40.62363265250665)
(160.39223095032062, 132.20584229706088, 91.83919798396113)
(171.29627858916402, 158.6650136301809, 134.9797953402199)
(188.82537758147976, 163.95458386260734, 119.91446575911625)
(196.79438314044015, 160.64140614553958, 77.4306387655056)
(129.35133553240433, 126.56305161107905, 105.00362645324999)
(180.14383551511884, 181.95136779910538, 154.90415204143142)
(183.86232904108434, 165.52380754813257, 134.6525167809327)
(178.24600478237338, 169.50025746953523, 155.25087302898294)
(165.9471351608492, 145.08149537169987, 13.461919219027532)
(176.4103428030333, 159.39480912603622, 131.73444345768795)
(168.0920573379073, 146.1149256787244, 102.56542326153757)
(159.52221029045737, 149.38673719659457, 118.64251150088104)
(166.70394005894954, 144.62415831412244, 111.77164462371766)
(173.23899616756464, 174.59799943779853, 113.16205442351136)
(173.965751728035, 159.03848965639452, 132.07182258700286)
(169.01407250478303, 127.3070565135118, 62.25694909997043)
(191.03755540246183, 171.7143072750766, 140.8766633296088)
(180.86496571406926, 166.9437480243364, 126.74803014675051)
(160.17271155131414, 153.26056867708706, 132.18554261825196)
(161.28849511132395, 164.38638910408008, 144.47319517726572)
(184.63484248198048, 176.5014588009605, 128.52702100727043)
(166.48951562272555, 143.9531394173185, 105.39889864665925)
(156.71930702740252, 105.79998400554786, 43.167508841349424)
(177.42449996926504, 163.6306120695389, 123.13794094166961)
(154.0773657061811, 110.20700818214537, 72.75202478365667)
(187.90315587605124, 189.13447164840437, 128.2692887217979)
(170.60282209962878, 147.2784917726063, 108.14550046195025)
(164.06604831767, 151.0082838431982, 72.17303604288611)
(179.69485734619207, 181.80478972654285, 161.65143543516658)
(147.13524787900474, 91.04158338110398, 34.23890365638029)
(191.20729913083937, 175.2932432121493, 137.43870368445744)
(188.4704045131283, 179.63551102485056, 145.07674419978966)
